core,section,ave_depth,ave_depth_adj,y_m,x_m,ID,cut,Li,Rb,Sr,Zr,Mo,Cd,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Tb,Gd,Dy,Ho,Er,Tm,Yb,Lu,Pb,Th,U,Be,W,Na,Mg,Al,P,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,S,Si,K,As,top_depth,bot_depth,top_depth_adj,bot_depth_adj
alhic2302,159_3,129.83337665,129.80829499307208,0.016,0.045,1,stick2,28.738,39.025,547.947,7.975,3.033,1.367,2.926,319.658,15.866,31.067,3.325,12.888,2.623,0.928,0.369,2.214,1.822,0.376,0.998,0.143,0.856,0.132,32.091,3.113,1.757,1.746,13.22,72.949,28.627,98.585,5.39,69.044,781.748,30.585,35.286,435.012,15.411,7.922,60.508,255.825,487.715,62.997,164.468,9.286,5.109,129.8272,129.8395533,129.8021183430721,129.8144716430721
alhic2302,159_3,129.84638752499998,129.82130586807207,0.016,0.045,2,stick2,19.214,26.729,147.899,9.633,1.503,0.634,1.939,122.889,10.002,17.729,3.1,6.981,1.189,0.336,0.174,1.121,1.0,0.191,0.564,0.089,0.523,0.082,12.486,3.986,1.007,0.852,8.812,61.728,19.863,21.956,9.476,23.535,463.68,18.89,17.263,319.055,9.281,4.919,37.735,75.589,289.857,57.467,32.294,6.488,3.649,129.8395533,129.85322175,129.8144716430721,129.82814009307208
alhic2302,159_3,129.860055975,129.83497431807208,0.016,0.045,3,stick2,18.68,24.074,106.958,6.205,0.99,0.796,1.632,102.79,12.344,22.753,2.494,8.791,1.576,0.317,0.247,1.601,1.387,0.301,0.801,0.118,0.675,0.096,12.596,3.3,0.921,0.559,25.647,64.314,23.904,15.271,0.372,23.747,316.143,18.807,11.958,438.066,10.096,7.589,44.413,66.835,311.71,93.721,13.514,6.215,4.848,129.85322175,129.8668902,129.82814009307208,129.8418085430721
alhic2302,159_3,129.87389159999998,129.84880994307207,0.016,0.045,4,stick2,17.966,24.392,100.603,7.484,1.252,0.768,1.531,94.445,8.966,16.261,1.706,5.667,1.109,0.263,0.167,0.903,0.9,0.204,0.529,0.07,0.495,0.067,7.005,2.74,0.829,0.279,15.248,60.582,21.837,11.686,0.358,22.871,343.898,18.644,11.136,334.036,8.077,5.781,34.08,38.984,231.132,63.569,15.291,5.643,1.825,129.8668902,129.880893,129.8418085430721,129.85581134307208
alhic2302,159_3,129.88799749999998,129.86291584307207,0.016,0.045,5,stick2,19.511,27.454,100.85,11.964,1.08,0.648,1.656,83.926,11.225,20.415,2.282,8.055,1.562,0.286,0.224,1.319,1.155,0.237,0.653,0.097,0.587,0.078,6.877,3.592,0.992,0.671,11.252,65.095,20.934,12.479,0.356,21.272,429.342,20.52,14.444,431.649,8.892,7.954,48.399,37.559,191.068,61.02,26.043,6.718,3.076,129.880893,129.89510199999998,129.85581134307208,129.87002034307207
alhic2302,159_3,129.90245505,129.87737339307208,0.016,0.045,6,stick2,19.379,25.122,105.683,8.696,1.216,0.93,1.835,84.877,10.944,19.389,2.038,7.531,1.339,0.293,0.209,1.269,1.056,0.244,0.686,0.093,0.516,0.103,7.877,3.452,0.922,0.545,11.868,62.594,20.805,11.786,0.364,23.734,332.327,17.232,15.472,394.603,8.569,7.274,44.262,41.933,230.882,68.339,11.92,6.167,2.242,129.89510199999998,129.9098081,129.87002034307207,129.88472644307208
alhic2302,159_3,129.91749554999998,129.89241389307207,0.016,0.045,7,stick2,21.82,44.448,113.737,43.502,1.447,1.156,2.594,101.821,23.473,44.589,4.648,16.005,3.045,0.466,0.48,2.808,2.698,0.521,1.495,0.214,1.355,0.22,18.693,7.483,1.695,1.676,76.731,69.096,21.799,19.496,0.8,25.506,537.991,22.25,19.225,525.983,12.799,10.506,176.577,998.748,534.247,69.635,24.125,10.566,4.952,129.9098081,129.925183,129.88472644307208,129.9001013430721
alhic2302,159_3,129.932389,129.9073073430721,0.016,0.045,8,stick2,27.932,74.815,212.282,34.372,3.874,1.05,3.515,163.185,52.018,103.182,10.892,39.484,6.681,1.055,0.937,5.429,4.83,0.966,2.613,0.423,2.53,0.385,13.545,10.157,3.261,2.836,14.355,87.331,27.543,42.93,0.736,34.189,1165.093,27.225,15.592,721.501,17.579,9.048,41.836,42.502,179.541,69.798,96.314,15.034,5.109,129.925183,129.939595,129.9001013430721,129.9145133430721
alhic2302,159_3,129.946606,129.9215243430721,0.016,0.045,9,stick2,19.863,44.811,128.842,45.099,2.331,0.853,2.194,120.173,22.242,42.891,4.598,16.631,2.84,0.485,0.458,2.663,2.536,0.489,1.399,0.199,1.311,0.206,9.458,7.225,1.679,1.104,10.396,70.619,25.268,21.202,0.382,25.842,1905.601,20.967,18.016,559.562,11.293,9.066,43.425,40.762,192.193,77.467,34.653,8.933,3.805,129.939595,129.95361699999998,129.9145133430721,129.92853534307207
alhic2302,159_3,129.96103549999998,129.93595384307207,0.016,0.045,10,stick2,18.051,36.873,111.975,40.055,1.645,0.775,1.86,91.235,16.913,30.367,3.26,11.573,2.225,0.332,0.313,1.901,1.675,0.337,0.907,0.13,0.852,0.121,9.296,5.414,1.254,1.034,10.93,64.489,20.361,14.762,0.373,24.122,497.664,24.915,14.912,441.644,13.497,6.379,31.94,37.737,184.998,61.791,23.902,7.651,18.297,129.95361699999998,129.96845399999998,129.92853534307207,129.94337234307207
alhic2302,159_3,129.97645599999998,129.95137434307208,0.016,0.045,11,stick2,17.318,31.101,104.304,29.656,1.405,0.733,1.687,83.634,13.393,27.462,3.146,10.174,1.77,0.345,0.28,1.504,1.28,0.279,0.772,0.105,0.696,0.105,8.764,4.29,1.035,0.559,9.478,69.467,21.22,12.969,0.377,22.855,425.798,23.989,14.054,433.911,11.111,7.102,34.366,32.613,175.161,64.417,16.683,6.714,2.919,129.96845399999998,129.984458,129.94337234307207,129.95937634307208
alhic2302,159_3,129.992312,129.9672303430721,0.016,0.045,12,stick2,17.342,29.938,111.437,23.954,1.029,0.867,1.542,81.418,10.982,20.438,2.216,7.385,1.495,0.275,0.243,1.398,1.171,0.243,0.663,0.102,0.559,0.086,6.675,3.373,1.025,0.531,9.537,60.837,21.094,12.944,0.355,21.069,443.39,17.405,14.122,382.485,8.002,6.259,30.622,33.291,203.268,58.968,16.021,6.244,5.004,129.984458,130.000166,129.95937634307208,129.9750843430721
alhic2302,159_3,130.007568,129.98248634307208,0.016,0.045,13,stick2,21.31,40.703,125.211,21.034,0.873,0.782,2.623,89.56,16.271,31.123,3.447,12.717,2.302,0.435,0.348,2.088,1.682,0.355,0.905,0.136,0.823,0.128,8.238,3.831,1.022,0.796,8.799,63.938,24.352,18.939,0.314,25.353,428.023,18.53,13.319,513.534,13.066,10.169,37.803,39.692,189.62,86.299,22.204,6.919,3.232,130.000166,130.01497,129.9750843430721,129.9898883430721
alhic2302,159_3,130.0226425,129.99756084307208,0.016,0.045,14,stick2,19.719,27.285,99.903,20.497,1.115,0.528,2.21,74.24,14.862,27.578,2.975,10.47,1.895,0.286,0.249,1.55,1.347,0.257,0.75,0.101,0.609,0.09,6.162,4.094,1.015,0.517,7.674,56.468,19.147,12.309,0.359,20.498,732.998,17.235,10.082,362.854,9.176,5.696,31.865,28.558,212.793,58.438,14.163,6.322,3.284,130.01497,130.030315,129.9898883430721,130.0052333430721
alhic2302,159_3,130.037894,130.01281234307208,0.016,0.045,15,stick2,18.097,26.976,105.122,22.48,9.648,0.402,1.502,76.588,10.904,20.727,2.194,7.484,1.508,0.289,0.213,1.242,1.159,0.212,0.697,0.083,0.524,0.076,6.074,4.087,0.87,0.461,7.408,58.905,18.754,10.85,0.312,20.144,361.562,18.139,24.95,367.925,8.638,7.209,34.555,30.906,140.455,60.07,11.431,6.042,2.502,130.030315,130.045473,130.0052333430721,130.02039134307208
alhic2302,159_3,130.0526025,130.0275208430721,0.016,0.045,16,stick2,18.636,28.806,108.554,24.02,1.364,0.648,1.523,74.45,14.111,26.186,2.653,10.101,1.794,0.334,0.263,1.567,1.444,0.274,0.74,0.109,0.693,0.098,5.874,3.655,1.037,0.671,11.129,59.412,23.019,13.757,0.427,21.498,460.804,17.082,16.804,435.617,9.115,7.517,32.604,29.875,134.077,62.488,21.649,6.658,4.014,130.045473,130.059732,130.02039134307208,130.0346503430721
alhic2302,159_3,130.067177,130.04209534307208,0.016,0.045,17,stick2,19.77,27.039,99.818,22.23,1.374,0.641,1.699,74.87,14.41,27.706,3.001,10.784,1.837,0.338,0.261,1.712,1.416,0.273,0.742,0.104,0.657,0.105,8.699,3.854,0.912,0.894,9.782,55.222,23.35,13.653,0.367,21.59,444.304,21.949,16.394,407.788,9.663,9.102,41.051,27.172,129.305,62.824,14.38,6.217,3.441,130.059732,130.074622,130.0346503430721,130.0495403430721
alhic2302,159_3,130.082349,130.05726734307208,0.016,0.045,18,stick2,20.273,29.308,108.225,27.103,0.981,0.585,2.703,76.438,15.135,27.725,3.049,11.07,2.039,0.433,0.299,1.639,1.386,0.263,0.716,0.099,0.719,0.092,6.084,4.191,1.029,0.517,9.618,62.342,26.645,14.177,5.49,22.35,446.048,18.52,11.551,370.82,8.336,6.326,29.341,28.166,140.743,61.429,15.648,6.166,3.128,130.074622,130.09007599999998,130.0495403430721,130.06499434307207
alhic2302,159_3,130.098651,130.07356934307208,0.016,0.045,19,stick2,21.905,31.503,104.01,14.362,0.645,0.444,1.794,94.023,14.807,27.849,3.061,11.264,2.222,0.406,0.322,1.917,1.706,0.345,0.853,0.136,0.826,0.108,88.393,3.703,1.049,1.034,8.323,60.985,21.226,13.168,3.934,21.385,427.324,21.455,13.006,407.841,10.246,6.966,105.877,29.981,234.876,59.88,19.297,6.985,2.346,130.09007599999998,130.107226,130.06499434307207,130.0821443430721
alhic2302,159_3,130.11460599999998,130.08952434307207,0.016,0.045,20,stick2,18.687,32.041,135.993,24.347,6.921,0.817,1.788,205.134,15.022,28.198,3.095,11.316,2.238,0.431,0.297,1.88,1.669,0.336,0.882,0.154,0.797,0.114,15.732,4.44,1.287,0.936,7.374,62.03,24.638,15.27,5.212,28.551,710.287,28.487,15.568,417.2,10.862,7.157,58.487,98.465,445.857,68.106,18.233,7.586,3.545,130.107226,130.121986,130.0821443430721,130.09690434307208
alhic2302,159_3,130.13045549999998,130.10537384307207,0.016,0.045,21,stick2,18.607,27.506,106.068,18.96,0.721,0.599,1.473,82.407,12.732,23.155,2.574,9.063,1.767,0.361,0.239,1.46,1.227,0.23,0.596,0.091,0.63,0.08,7.049,3.518,1.022,0.643,9.5,61.836,23.097,12.344,5.812,21.056,398.166,19.426,11.005,368.157,7.763,6.194,30.84,30.478,120.578,60.117,14.404,5.991,3.441,130.121986,130.138925,130.09690434307208,130.1138433430721
alhic2302,159_3,130.1466845,130.12160284307208,0.016,0.045,22,stick2,17.349,26.681,101.429,14.959,0.672,0.578,1.401,78.81,12.306,23.642,2.487,8.733,1.796,0.34,0.253,1.409,1.282,0.267,0.709,0.106,0.633,0.092,6.273,3.271,0.951,0.615,7.419,60.637,22.086,12.627,4.897,22.41,336.33,15.529,12.395,387.067,7.586,6.537,32.188,29.77,132.289,66.281,11.838,5.931,2.085,130.138925,130.15444399999998,130.1138433430721,130.12936234307207
alhic2302,159_3,130.16176099999998,130.13667934307207,0.016,0.045,23,stick2,21.741,37.462,106.782,18.86,1.975,0.712,1.947,95.697,20.632,37.671,4.154,14.637,2.671,0.436,0.407,2.313,2.07,0.424,1.18,0.177,1.062,0.164,10.196,5.482,1.399,1.118,9.618,73.535,26.128,19.189,5.623,22.132,717.171,31.27,20.524,517.64,14.47,9.199,34.389,35.46,150.699,65.193,23.978,8.624,3.284,130.15444399999998,130.16907799999998,130.12936234307207,130.14399634307208
alhic2302,159_3,130.176597,130.15151534307208,0.016,0.045,24,stick2,24.677,71.76,130.405,31.908,3.026,0.782,3.738,139.484,40.21,75.112,8.119,29.958,5.35,0.766,0.787,4.909,4.388,0.89,2.545,0.386,2.412,0.367,12.591,10.514,2.87,2.571,9.822,73.195,25.775,34.569,6.606,31.63,874.263,30.724,27.225,692.983,17.271,9.052,34.262,39.123,150.43,80.112,71.797,14.019,4.692,130.16907799999998,130.184116,130.14399634307208,130.15903434307208
alhic2302,159_3,130.1914645,130.16638284307209,0.016,0.045,25,stick2,19.552,53.272,112.457,45.935,2.157,0.557,3.121,107.982,29.557,55.71,5.922,21.667,3.954,0.5,0.637,3.534,3.377,0.679,2.113,0.305,1.973,0.31,9.391,9.039,2.2,1.662,9.855,70.65,24.946,22.977,5.138,27.44,651.404,20.622,15.042,636.191,14.126,8.18,35.038,33.077,137.946,63.758,37.947,10.626,4.587,130.184116,130.198813,130.15903434307208,130.1737313430721
alhic2302,159_3,130.20644049999999,130.18135884307208,0.016,0.045,26,stick2,19.3,36.013,114.742,45.909,1.49,0.627,1.832,91.711,17.61,33.934,3.738,13.005,2.385,0.381,0.371,2.052,1.763,0.369,1.059,0.148,0.914,0.143,6.932,5.417,1.215,0.712,8.237,65.395,23.705,17.055,4.392,24.501,563.966,21.436,19.454,462.821,9.849,8.242,38.347,33.254,141.569,67.446,25.672,8.102,3.232,130.198813,130.214068,130.1737313430721,130.1889863430721
alhic2302,159_3,130.220034,130.1949523430721,0.016,0.045,27,stick2,30.776,73.19,195.894,49.605,2.348,1.092,3.844,253.456,39.281,73.795,8.003,28.981,5.254,0.937,0.778,4.648,4.178,0.818,2.442,0.345,2.153,0.299,14.479,11.197,2.501,2.235,13.65,72.953,30.349,37.082,6.832,32.393,1415.938,56.355,42.979,708.436,23.631,12.326,71.433,53.78,247.446,88.517,78.702,15.283,6.256,130.214068,130.226,130.1889863430721,130.2009183430721
alhic2302,158,128.75498035,128.7798062443296,0.016,-0.0495,28,stick2,22.801,68.94,182.719,26.271,6.062,5.387,2.948,363.854,23.216,42.111,4.289,15.036,2.979,0.621,0.4,2.449,2.11,0.409,1.082,0.171,0.985,0.17,26.62,6.083,2.563,2.445,12.039,59.03,21.535,32.96,0.918,26.5,977.351,43.776,82.22,465.675,22.944,9.633,73.113,216.888,443.818,71.569,72.352,19.92,7.715,128.7483,128.7616607,128.77312589432958,128.78648659432957
alhic2302,158,128.76783745,128.79266334432958,0.016,-0.0495,29,stick2,20.127,37.211,212.761,19.837,1.984,1.614,1.984,3079.21,23.615,42.589,4.598,16.188,3.016,0.911,0.421,2.538,2.175,0.423,1.127,0.182,1.017,0.155,16.348,6.235,1.47,1.285,4.681,60.014,24.556,24.017,0.546,24.265,1083.988,33.079,21.315,422.127,13.507,8.051,37.901,66.729,216.106,56.024,40.531,9.36,3.545,128.7616607,128.7740142,128.78648659432957,128.7988400943296
alhic2302,158,128.7821594,128.8069852943296,0.016,-0.0495,30,stick2,20.169,41.476,116.014,25.089,1.084,0.987,3.498,157.869,21.558,42.212,4.403,15.929,2.888,0.527,0.37,2.333,1.847,0.368,0.993,0.147,0.864,0.145,15.365,6.504,1.185,0.88,3.416,58.814,28.523,18.836,6.318,23.962,1066.405,28.633,18.709,545.816,11.152,9.986,40.125,78.861,169.072,71.989,25.057,9.096,4.692,128.7740142,128.7903046,128.7988400943296,128.8151304943296
alhic2302,158,128.7977048,128.82253069432957,0.016,-0.0495,31,stick2,19.214,25.528,243.637,18.245,1.123,0.944,1.761,107.14,12.102,22.107,2.335,7.675,1.464,0.338,0.207,1.258,1.12,0.219,0.625,0.085,0.532,0.083,8.569,3.508,0.939,0.824,5.407,57.959,21.69,14.142,4.624,19.986,419.913,20.097,21.003,394.405,10.224,6.976,58.849,130.95,193.53,55.509,21.244,6.986,4.275,128.7903046,128.805105,128.8151304943296,128.82993089432958
alhic2302,158,128.8135235,128.83834939432958,0.016,-0.0495,32,stick2,19.112,22.487,106.864,11.946,1.063,0.74,1.697,98.534,10.655,19.867,2.15,7.791,1.398,0.347,0.209,1.247,1.094,0.223,0.584,0.088,0.502,0.081,7.292,2.888,0.797,0.629,6.241,53.588,20.065,12.729,6.151,21.864,394.065,19.729,18.57,396.405,9.157,7.192,40.502,47.306,179.81,58.142,15.491,5.944,3.024,128.805105,128.821942,128.82993089432958,128.8467678943296
alhic2302,158,128.8292705,128.8540963943296,0.016,-0.0495,33,stick2,19.52,20.094,96.123,13.409,0.859,1.473,1.619,89.911,10.852,21.219,2.431,9.116,1.682,0.374,0.249,1.409,1.211,0.227,0.644,0.094,0.498,0.082,7.477,2.627,0.706,0.685,6.097,58.363,22.527,16.935,4.814,23.36,362.448,19.238,31.398,382.599,8.775,7.184,40.32,49.51,190.984,70.456,13.915,5.341,3.232,128.821942,128.836599,128.8467678943296,128.8614248943296
alhic2302,158,128.843826,128.8686518943296,0.016,-0.0495,34,stick2,19.887,22.907,106.496,13.241,0.598,0.634,1.757,103.326,9.863,18.658,1.99,6.612,1.385,0.327,0.205,1.211,1.042,0.2,0.598,0.078,0.514,0.074,7.234,2.807,0.771,0.671,4.169,64.201,20.891,14.168,6.381,23.268,407.003,20.343,15.734,366.354,8.826,6.541,30.192,42.146,113.005,54.064,20.598,6.05,2.711,128.836599,128.851053,128.8614248943296,128.8758788943296
alhic2302,158,128.857857,128.88268289432958,0.016,-0.0495,35,stick2,23.547,33.35,129.572,13.72,1.485,0.698,2.391,123.465,15.604,28.435,3.069,11.885,2.097,0.455,0.287,1.741,1.5,0.311,0.852,0.118,0.76,0.109,9.506,4.497,1.095,0.992,11.507,60.966,26.551,18.111,8.373,22.572,556.686,30.905,28.678,475.953,12.487,8.022,31.917,38.164,116.338,61.041,36.922,8.02,3.128,128.851053,128.864661,128.8758788943296,128.8894868943296
alhic2302,158,128.8715505,128.8963763943296,0.016,-0.0495,36,stick2,23.501,34.014,131.534,14.093,0.943,0.775,2.095,158.224,13.858,27.748,2.798,10.011,1.809,0.41,0.261,1.676,1.44,0.271,0.828,0.112,0.686,0.108,7.705,4.523,1.1,0.699,3.183,59.257,26.475,19.531,4.639,22.333,579.988,28.636,29.863,473.123,11.794,9.369,84.92,42.574,126.879,59.773,25.824,8.317,3.91,128.864661,128.87844,128.8894868943296,128.9032658943296
alhic2302,158,128.8853315,128.9101573943296,0.016,-0.0495,37,stick2,22.25,30.159,117.858,13.43,1.283,0.62,1.904,103.389,14.652,26.244,2.771,9.917,1.928,0.413,0.252,1.643,1.275,0.243,0.685,0.097,0.53,0.082,6.728,3.861,1.025,0.293,24.36,56.148,23.948,16.014,5.204,22.163,500.876,22.162,16.51,416.922,9.508,7.357,32.701,37.736,105.616,57.979,28.81,7.383,4.692,128.87844,128.892223,128.9032658943296,128.91704889432958
alhic2302,158,128.899043,128.9238688943296,0.016,-0.0495,38,stick2,23.274,27.077,116.843,15.765,0.992,2.234,1.559,122.328,12.403,24.046,2.6,9.179,1.844,0.386,0.227,1.55,1.262,0.227,0.63,0.094,0.556,0.097,11.089,3.711,0.946,0.489,11.109,64.685,20.828,15.034,5.493,26.125,490.144,22.742,17.4,332.134,9.419,6.762,35.94,44.174,121.957,53.403,18.824,6.556,4.327,128.892223,128.905863,128.91704889432958,128.9306888943296
alhic2302,158,128.9128425,128.9376683943296,0.016,-0.0495,39,stick2,26.328,45.215,143.139,14.363,0.762,0.55,3.059,168.882,17.444,33.563,3.756,13.134,2.527,0.556,0.372,2.223,1.897,0.394,1.056,0.148,0.976,0.142,11.025,6.153,1.196,1.146,3.573,58.153,26.811,24.2,5.609,24.716,755.897,41.308,26.872,504.692,17.51,9.611,39.091,54.739,123.972,57.222,37.754,9.46,4.9,128.905863,128.919822,128.9306888943296,128.9446478943296
alhic2302,158,128.926762,128.95158789432958,0.016,-0.0495,40,stick2,25.068,68.763,124.338,13.625,0.611,0.5,6.74,163.787,27.54,52.233,5.864,21.811,4.786,0.904,0.636,3.96,3.14,0.541,1.374,0.199,1.134,0.178,13.44,10.011,1.269,1.118,2.514,53.092,26.384,23.577,4.378,22.957,553.502,30.157,20.575,532.339,18.646,9.511,35.133,36.846,115.105,63.369,29.511,10.983,3.493,128.919822,128.933702,128.9446478943296,128.9585278943296
alhic2302,158,128.9406805,128.9655063943296,0.016,-0.0495,41,stick2,18.901,17.681,94.785,10.11,0.262,0.317,5.645,154.569,20.19,50.382,5.039,20.254,4.042,0.544,0.508,3.017,3.03,0.515,1.018,0.102,1.013,0.203,11.221,9.052,1.135,1.182,4.361,46.139,17.162,20.87,4.113,19.032,569.377,31.106,28.842,329.343,1.909,5.258,24.505,41.177,134.65,57.302,30.401,4.056,3.052,128.933702,128.94765900000002,128.9585278943296,128.9724848943296
alhic2302,158,128.9546375,128.97946339432957,0.016,-0.0495,42,stick2,26.61,50.234,127.295,51.857,1.575,0.528,4.04,160.434,21.329,44.166,5.106,18.282,4.125,0.848,0.581,3.543,2.942,0.529,1.411,0.192,1.207,0.179,9.457,8.776,1.261,1.146,9.185,63.451,28.323,22.518,6.477,21.922,805.757,32.61,30.436,506.071,15.162,9.693,38.466,33.646,179.194,62.904,33.044,9.138,3.493,128.94765900000002,128.961616,128.9724848943296,128.98644189432957
alhic2302,158,128.968594,128.99341989432958,0.016,-0.0495,43,stick2,22.554,37.559,116.726,15.325,0.591,0.486,3.002,121.285,16.851,31.613,3.551,12.117,2.509,0.52,0.337,2.176,1.895,0.335,0.859,0.135,0.776,0.104,6.724,5.496,1.083,0.433,4.341,66.465,26.334,18.33,5.186,20.794,564.088,24.711,21.087,429.838,11.507,7.749,33.868,29.235,104.566,60.61,25.412,7.567,4.379,128.961616,128.975572,128.98644189432957,129.00039789432958
alhic2302,158,128.9827075,129.00753339432958,0.016,-0.0495,44,stick2,22.76,32.544,126.279,12.029,0.616,0.458,2.672,112.409,15.997,31.057,3.405,12.243,2.365,0.492,0.342,2.087,1.844,0.325,0.879,0.117,0.742,0.103,6.579,5.08,0.877,0.601,2.278,58.534,24.899,17.904,3.648,23.328,503.12,21.805,17.497,433.901,10.505,8.157,31.021,53.283,101.459,63.229,19.104,6.66,3.597,128.975572,128.989843,129.00039789432958,129.0146688943296
