core,section,ave_depth,ave_depth_adj,y_m,x_m,ID,cut,Li,Rb,Sr,Zr,Mo,Cd,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Tb,Gd,Dy,Ho,Er,Tm,Yb,Lu,Pb,Th,U,Be,W,Na,Mg,Al,P,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,S,Si,K,As,top_depth,bot_depth,top_depth_adj,bot_depth_adj
alhic2302,156_2,127.8956325,127.9506626391109,0.016,0.046,90,stick2,24.239,27.654,129.3,16.419,0.853,0.373,2.368,126.418,15.232,31.33,3.406,12.5,2.436,0.554,0.328,1.929,1.737,0.318,0.898,0.118,0.84,0.117,6.931,4.636,0.803,0.671,7.84,53.575,24.582,19.449,0.407,25.338,542.778,28.434,14.489,469.499,11.668,9.906,33.989,23.044,58.463,62.135,25.088,6.918,5.057,127.888046,127.903219,127.9430761391109,127.9582491391109
alhic2302,156_2,127.910436,127.9654661391109,0.016,0.046,91,stick2,24.038,36.913,146.266,13.346,0.622,0.536,2.785,155.672,13.554,27.337,3.02,11.023,2.112,0.485,0.31,1.888,1.603,0.306,0.872,0.117,0.721,0.096,7.188,4.141,0.831,0.601,8.642,61.684,24.124,22.749,0.409,26.69,497.267,27.113,13.822,517.201,12.171,9.026,31.036,31.939,42.835,58.548,30.575,8.129,4.692,127.903219,127.917653,127.9582491391109,127.9726831391109
alhic2302,156_2,127.92499550000001,127.9800256391109,0.016,0.046,92,stick2,24.12,25.771,131.857,12.856,0.651,0.486,2.24,155.406,15.217,29.331,3.263,11.57,2.336,0.526,0.301,2.031,1.539,0.306,0.789,0.114,0.726,0.102,6.936,3.86,0.772,0.992,8.247,58.18,22.784,17.96,0.429,28.471,426.078,23.946,12.947,447.407,10.576,8.332,31.684,32.614,81.641,58.821,18.921,6.763,5.317,127.917653,127.932338,127.9726831391109,127.9873681391109
alhic2302,156_2,127.9391665,127.9941966391109,0.016,0.046,93,stick2,25.493,29.273,136.855,10.117,0.641,0.296,2.5,128.894,13.243,26.31,2.862,10.808,2.067,0.479,0.293,1.953,1.596,0.328,0.846,0.126,0.715,0.099,7.249,3.925,0.798,0.768,5.704,59.57,24.709,19.406,0.396,28.735,507.219,28.982,28.274,464.281,12.116,8.596,30.034,25.357,30.64,58.815,24.611,7.209,4.692,127.932338,127.945995,127.9873681391109,128.0010251391109
alhic2302,156_2,127.953393,128.0084231391109,0.016,0.046,94,stick2,25.67,31.403,143.788,10.444,0.681,0.536,2.51,149.295,14.0,28.657,3.23,11.635,2.41,0.532,0.333,2.095,1.879,0.346,0.965,0.132,0.804,0.119,8.02,4.661,0.88,0.433,5.509,62.197,24.11,21.573,0.445,28.819,720.796,31.914,17.725,500.038,12.729,9.966,31.616,33.041,46.31,60.095,31.177,7.72,4.952,127.945995,127.960791,128.0010251391109,128.0158211391109
alhic2302,156_2,127.9683515,128.0233816391109,0.016,0.046,95,stick2,32.448,28.001,151.806,15.509,0.888,0.761,2.474,281.313,13.838,28.071,3.454,13.545,2.768,0.576,0.419,2.545,2.23,0.411,1.174,0.171,0.875,0.143,10.053,4.692,0.867,0.908,17.009,62.23,31.81,23.475,0.538,28.622,888.44,43.072,31.619,583.021,16.372,13.225,56.792,70.536,200.569,57.38,35.328,9.028,5.474,127.960791,127.97591200000001,128.0158211391109,128.0309421391109
alhic2302,156_2,127.983208,128.0382381391109,0.016,0.046,96,stick2,26.301,27.627,195.116,12.218,0.788,0.557,2.455,158.017,12.592,24.815,2.808,10.562,2.043,0.509,0.29,1.794,1.469,0.307,0.825,0.122,0.709,0.104,10.191,4.086,0.963,1.048,40.828,62.261,27.485,28.759,0.429,32.473,541.498,35.484,17.473,494.392,12.887,9.889,34.713,41.329,460.489,58.396,48.533,7.228,5.213,127.97591200000001,127.990504,128.0309421391109,128.0455341391109
alhic2302,156_2,127.9973035,128.0523336391109,0.016,0.046,97,stick2,24.98,25.154,132.181,10.689,0.535,0.324,2.081,124.723,11.334,22.399,2.511,9.192,1.959,0.393,0.262,1.583,1.497,0.254,0.782,0.107,0.715,0.095,7.468,3.209,0.766,0.754,10.073,65.422,26.411,18.219,0.405,28.819,522.45,27.621,17.882,466.03,11.792,8.992,32.792,27.492,686.322,54.055,20.031,6.541,4.275,127.990504,128.00410300000001,128.0455341391109,128.0591331391109
alhic2302,156_2,128.0113015,128.0663316391109,0.016,0.046,98,stick2,24.939,28.895,157.709,10.777,2.301,0.423,2.335,170.725,16.314,34.106,3.945,15.19,2.907,0.699,0.419,2.665,2.083,0.437,1.155,0.149,0.895,0.157,8.78,4.079,0.828,0.978,9.132,58.551,29.056,26.975,0.434,31.525,543.136,27.655,23.464,502.984,11.653,9.386,43.185,40.013,69.157,81.659,23.156,7.354,4.379,128.00410300000001,128.0185,128.0591331391109,128.0735301391109
alhic2302,156_2,128.0259705,128.0810006391109,0.016,0.046,99,stick2,28.675,29.054,139.504,9.113,4.492,0.479,2.192,133.009,13.842,27.137,3.205,11.824,2.332,0.641,0.36,2.25,1.868,0.341,1.044,0.139,0.893,0.129,6.953,4.067,0.958,0.81,8.828,58.684,25.114,20.883,0.437,26.648,779.915,32.148,19.123,541.917,13.533,11.904,53.017,28.63,58.546,57.543,27.365,7.299,3.649,128.0185,128.033441,128.0735301391109,128.0884711391109
alhic2302,156_2,128.040668,128.0956981391109,0.016,0.046,100,stick2,22.942,27.562,117.321,10.333,1.183,0.465,1.709,113.815,16.417,31.23,3.198,12.256,2.253,0.469,0.301,1.934,1.556,0.323,0.884,0.107,0.709,0.114,5.78,3.978,0.859,0.573,8.438,70.922,22.486,16.113,0.345,23.058,534.061,21.465,11.723,462.369,10.036,7.742,30.825,23.224,48.037,58.642,19.783,6.751,3.18,128.033441,128.047895,128.0884711391109,128.1029251391109
alhic2302,156_2,128.0552575,128.1102876391109,0.016,0.046,101,stick2,24.854,35.712,137.5,14.018,0.935,0.395,2.104,119.99,18.946,36.832,4.151,15.057,2.927,0.527,0.397,2.633,2.177,0.415,1.252,0.178,1.039,0.157,6.687,5.065,1.381,1.076,9.02,66.319,28.084,18.566,0.376,28.38,577.982,23.523,14.012,530.245,10.765,8.852,31.255,26.459,46.392,68.729,21.211,8.449,2.763,128.047895,128.06262,128.1029251391109,128.1176501391109
alhic2302,156_2,128.069972,128.1250021391109,0.016,0.046,102,stick2,20.535,31.574,144.845,20.031,1.121,0.409,1.926,111.656,18.255,36.555,4.105,15.468,2.907,0.546,0.391,2.51,1.919,0.406,1.137,0.155,0.933,0.143,6.203,4.736,1.074,1.09,21.965,62.415,23.771,18.073,0.39,25.22,615.921,23.721,14.165,546.697,10.853,9.301,42.34,44.6,50.773,65.577,26.874,7.669,4.066,128.06262,128.077324,128.1176501391109,128.1323541391109
alhic2302,156_2,128.084588,128.1396181391109,0.016,0.046,103,stick2,21.939,37.088,144.666,18.797,1.5,0.43,2.475,136.831,23.027,42.461,4.461,14.747,2.662,0.513,0.347,2.167,1.858,0.371,0.999,0.147,0.873,0.148,6.512,6.683,1.159,1.495,12.385,59.41,23.732,17.875,0.415,23.039,699.719,27.354,12.533,488.009,11.642,9.103,34.713,25.783,34.013,59.765,24.637,8.382,3.388,128.077324,128.091852,128.1323541391109,128.1468821391109
alhic2302,156_2,128.0990515,128.1540816391109,0.016,0.046,104,stick2,44.09,55.993,253.024,22.523,1.459,0.55,4.731,290.841,75.466,136.387,15.114,54.783,11.147,2.209,1.652,10.145,8.659,1.575,4.255,0.577,3.478,0.512,26.661,12.848,1.652,2.752,4.705,78.478,41.863,46.402,1.655,31.346,2707.004,108.578,65.599,946.466,48.997,27.956,77.355,66.942,99.868,106.818,80.946,14.114,9.54,128.091852,128.10625100000001,128.1468821391109,128.1612811391109
alhic2302,156_2,128.11369150000002,128.1687216391109,0.016,0.046,105,stick2,25.529,38.82,157.096,20.283,2.13,0.507,2.956,163.743,25.533,47.497,5.269,20.634,4.058,0.818,0.629,3.715,3.384,0.69,1.917,0.273,1.706,0.256,24.272,6.985,1.347,1.327,6.923,71.652,29.397,26.062,0.494,27.304,957.459,41.85,26.21,617.028,20.192,15.606,44.48,44.674,72.2,72.233,35.516,9.869,4.9,128.10625100000001,128.121132,128.1612811391109,128.1761621391109
alhic2302,156_2,128.128417,128.1834471391109,0.016,0.046,106,stick2,20.157,31.808,152.092,17.317,0.771,0.43,2.029,114.785,16.538,31.706,3.541,13.018,2.56,0.541,0.359,2.226,2.016,0.374,1.155,0.149,0.958,0.153,6.574,4.581,1.05,1.187,6.711,59.226,26.038,18.385,0.363,27.751,563.456,24.755,21.792,545.426,10.83,12.096,40.192,25.108,36.707,74.955,18.191,7.688,3.545,128.121132,128.135702,128.1761621391109,128.1907321391109
alhic2302,156_2,128.143021,128.1980511391109,0.016,0.046,107,stick2,23.382,40.49,185.244,17.675,2.808,0.592,2.318,151.979,24.1,51.311,5.695,21.213,4.227,0.854,0.603,3.739,3.192,0.642,1.815,0.249,1.572,0.233,9.021,5.753,1.318,1.439,5.604,63.149,26.5,28.703,0.39,28.055,798.073,31.155,38.197,597.436,14.343,13.927,43.32,28.664,50.135,91.307,27.983,8.277,2.137,128.135702,128.15034,128.1907321391109,128.2053701391109
alhic2302,156_2,128.157363,128.2123931391109,0.016,0.046,108,stick2,21.526,37.023,156.226,24.515,1.99,0.486,2.584,186.892,17.818,35.954,3.779,13.828,2.972,0.518,0.416,2.609,2.052,0.438,1.257,0.169,1.134,0.161,9.274,5.42,1.131,1.285,8.377,63.148,31.056,23.868,0.475,26.428,596.633,29.914,50.064,538.279,12.744,11.482,37.305,35.459,50.114,73.925,23.819,8.637,4.796,128.15034,128.164386,128.2053701391109,128.2194161391109
alhic2302,156_2,128.1716225,128.2266526391109,0.016,0.046,109,stick2,26.753,42.446,138.444,22.638,0.876,0.423,3.093,153.164,21.947,41.545,4.477,15.505,3.339,0.66,0.501,2.791,2.442,0.484,1.252,0.197,1.262,0.17,10.226,5.519,1.143,1.341,7.704,63.821,28.152,23.168,0.855,23.787,935.669,38.997,28.489,546.403,17.209,11.038,37.276,35.459,49.271,63.832,33.203,10.24,4.692,128.164386,128.178859,128.2194161391109,128.2338891391109
alhic2302,156_2,128.1860295,128.2410596391109,0.016,0.046,110,stick2,21.079,30.833,144.546,22.016,2.991,0.423,1.922,1847.13,21.697,41.134,4.28,14.988,3.068,0.729,0.346,2.252,1.976,0.366,0.887,0.133,0.839,0.118,8.697,4.535,0.901,1.048,10.264,58.451,23.75,17.279,0.392,22.234,525.896,26.528,19.811,477.916,12.912,8.687,38.94,65.876,56.592,66.628,15.614,7.327,4.692,128.178859,128.1932,128.2338891391109,128.2482301391109
alhic2302,156_2,128.2001645,128.2551946391109,0.016,0.046,111,stick2,23.054,35.415,142.924,19.66,0.934,0.613,2.325,151.544,21.972,44.003,4.857,18.111,3.688,0.703,0.518,3.366,2.704,0.556,1.459,0.213,1.211,0.174,10.003,4.857,1.176,1.243,9.358,83.989,23.895,22.315,0.538,22.88,696.247,32.712,34.056,625.417,15.152,20.077,35.21,33.36,48.572,76.818,19.421,8.434,4.275,128.1932,128.207129,128.2482301391109,128.2621591391109
alhic2302,156_2,128.2141025,128.2691326391109,0.016,0.046,112,stick2,25.276,33.415,139.784,21.123,1.349,0.599,2.283,144.351,18.163,35.391,3.961,14.593,2.764,0.593,0.412,2.484,2.248,0.417,1.28,0.179,1.063,0.155,8.907,4.942,1.175,0.908,8.582,58.687,31.251,23.229,0.493,22.02,739.181,36.54,23.046,577.506,16.725,10.775,35.992,36.349,81.663,58.798,26.86,8.055,5.421,128.207129,128.221076,128.2621591391109,128.2761061391109
alhic2302,156_2,128.2280775,128.2831076391109,0.016,0.046,113,stick2,19.535,32.13,128.652,17.546,1.228,0.388,2.036,127.089,17.175,33.013,3.856,13.359,2.653,0.72,0.35,2.206,1.893,0.367,1.026,0.141,0.837,0.131,7.381,4.208,0.923,0.74,10.021,61.562,27.477,19.693,0.422,23.375,626.643,26.577,15.441,503.776,11.769,9.524,33.009,33.681,48.942,64.03,18.598,7.489,3.076,128.221076,128.235079,128.2761061391109,128.2901091391109
alhic2302,156_2,128.2420135,128.2970436391109,0.016,0.046,114,stick2,23.88,38.78,140.591,15.897,0.742,0.416,3.272,137.672,18.576,36.007,3.938,14.632,2.85,0.574,0.387,2.458,2.074,0.441,1.166,0.169,1.07,0.147,8.13,7.466,1.062,1.649,10.52,74.978,25.849,20.808,0.365,23.202,689.439,32.013,19.065,528.102,13.976,10.772,36.567,33.041,73.97,63.11,27.343,8.278,4.848,128.235079,128.248948,128.2901091391109,128.3039781391109
alhic2302,156_2,128.255834,128.3108641391109,0.016,0.046,115,stick2,22.605,33.61,146.991,20.972,0.671,0.564,2.321,181.337,17.892,34.79,3.927,14.865,2.93,0.511,0.391,2.392,2.146,0.386,1.131,0.16,1.022,0.138,6.286,5.314,1.093,1.118,16.243,59.137,25.553,19.215,0.649,22.769,813.631,33.901,20.219,476.329,13.707,9.352,33.68,31.974,49.621,58.689,23.875,11.884,4.066,128.248948,128.26272,128.3039781391109,128.3177501391109
alhic2302,156_2,128.269375,128.3244051391109,0.016,0.046,116,stick2,25.121,91.977,425.982,21.06,38.158,6.791,8.413,850.217,60.214,192.8,16.485,65.672,12.793,3.549,2.084,12.116,11.249,2.439,6.546,0.979,5.834,0.89,95.816,14.91,8.271,4.821,9.902,80.369,44.749,161.393,0.512,67.679,1241.682,150.759,51.772,14241.409,41.483,1180.776,230.649,179.415,238.847,422.02,43.318,21.816,10.27,128.26272,128.27603,128.3177501391109,128.3310601391109
alhic2302,156_2,128.282884,128.3379141391109,0.016,0.046,117,stick2,22.253,41.18,154.351,14.905,5.542,0.472,3.2,216.57,23.526,52.973,5.228,19.089,3.809,0.753,0.485,2.939,2.277,0.451,1.248,0.176,1.001,0.141,19.483,6.874,1.53,1.215,9.754,60.937,26.899,20.566,0.44,31.244,748.565,45.623,21.599,729.843,16.922,13.525,30.584,40.369,50.485,68.06,28.332,10.439,5.786,128.27603,128.289738,128.3310601391109,128.3447681391109
alhic2302,156_2,128.2964925,128.3515226391109,0.016,0.046,118,stick2,20.526,35.763,147.258,15.196,4.89,0.578,2.21,156.212,17.061,35.119,3.429,12.5,2.087,0.534,0.336,1.931,1.593,0.328,0.892,0.131,0.765,0.12,12.728,4.918,1.408,0.796,8.993,58.113,24.011,19.076,0.457,22.36,616.582,32.345,14.368,582.039,13.33,11.092,38.044,43.677,55.523,69.913,14.607,8.851,2.971,128.289738,128.303247,128.3447681391109,128.3582771391109
alhic2302,156_2,128.3099105,128.3649406391109,0.016,0.046,119,stick2,23.634,62.379,184.913,14.034,5.83,0.846,3.891,257.306,30.969,64.752,6.523,23.477,4.239,0.938,0.57,3.474,2.77,0.469,1.307,0.163,1.038,0.161,21.213,7.144,1.725,1.579,10.638,60.533,25.126,26.639,1.231,23.52,622.834,51.103,29.318,845.021,19.992,15.182,50.109,76.656,163.721,75.535,35.622,7.898,3.104,128.303247,128.316574,128.3582771391109,128.3716041391109
alhic2302,156_2,128.3231475,128.3781776391109,0.016,0.046,120,stick2,23.377,31.213,168.669,11.338,4.135,0.747,2.06,123.018,14.433,28.941,3.305,12.526,2.509,0.57,0.354,2.261,1.969,0.385,0.983,0.144,0.872,0.14,11.706,3.615,1.119,0.81,7.087,60.126,23.892,16.069,0.582,30.999,528.567,26.427,21.831,920.155,11.332,10.071,76.181,73.347,99.688,69.752,10.901,7.163,3.545,128.316574,128.329721,128.3716041391109,128.3847511391109
alhic2302,156_2,128.335781,128.3908111391109,0.016,0.046,121,stick2,21.721,39.966,174.298,14.196,2.377,0.655,2.23,163.351,19.985,39.448,4.248,15.248,2.738,0.652,0.38,2.344,2.117,0.404,1.174,0.162,1.036,0.146,9.032,5.242,1.36,1.173,11.698,56.535,23.295,21.107,0.457,23.627,683.251,24.779,12.268,494.054,11.605,8.189,29.318,32.045,68.5,69.181,22.452,9.454,4.014,128.329721,128.34184100000002,128.3847511391109,128.3968711391109
alhic2302,156_2,128.34667050000002,128.4017006391109,0.016,0.046,122,stick2,32.955,86.133,289.445,36.99,5.148,0.884,5.127,357.67,41.402,82.216,8.536,31.158,5.249,1.35,0.766,4.749,3.686,0.879,2.14,0.287,1.989,0.28,23.121,12.812,2.812,3.242,10.902,66.985,39.038,60.896,3.662,33.701,1427.611,72.054,87.035,950.028,27.543,17.354,33.336,60.905,204.549,79.476,82.003,19.274,7.061,128.34184100000002,128.35150000000002,128.3968711391109,128.4065301391109
alhic2302,155_2,126.41412395,126.42729128562523,0.016,0.046,123,stick2,47.593,114.052,408.871,27.322,4.012,1.078,5.603,555.411,65.376,118.854,11.854,40.103,7.416,1.999,0.931,5.948,4.658,0.872,2.411,0.33,1.991,0.307,24.513,12.181,2.763,2.375,14.168,64.992,34.717,55.818,5.757,36.25,4240.007,94.343,48.855,940.708,41.011,18.497,54.004,91.207,185.325,75.592,119.861,20.88,7.142,126.4051,126.4231479,126.41826733562523,126.43631523562523
alhic2302,155_2,126.4319667,126.44513403562523,0.016,0.046,124,stick2,30.718,46.754,255.218,25.461,2.497,1.883,2.473,200.095,20.602,35.91,4.239,15.739,2.852,0.775,0.357,2.441,1.835,0.459,1.004,0.128,0.818,0.11,18.788,4.198,1.341,0.972,19.119,73.311,35.583,30.093,9.269,32.44,866.62,31.407,61.038,619.788,14.85,11.176,53.71,111.411,367.47,88.706,25.259,14.148,5.548,126.4231479,126.4407855,126.43631523562523,126.45395283562523
alhic2302,155_2,126.44949905000001,126.46266638562524,0.016,0.046,125,stick2,18.797,24.926,154.861,19.868,0.436,1.078,1.696,113.782,12.169,24.589,2.767,10.47,2.09,0.496,0.274,1.614,1.461,0.282,0.725,0.097,0.535,0.081,6.852,3.32,0.764,0.866,7.407,55.24,23.002,15.043,3.627,22.892,419.959,20.661,13.85,398.487,8.836,7.726,31.758,39.585,146.687,72.831,8.957,7.81,3.91,126.4407855,126.45821260000001,126.45395283562523,126.47137993562524
alhic2302,155_2,126.46630425000001,126.47947158562523,0.016,0.046,126,stick2,19.727,27.554,179.39,17.784,0.781,0.775,1.879,147.213,18.05,36.192,4.17,15.586,2.956,0.686,0.388,2.358,1.942,0.354,0.997,0.127,0.713,0.128,9.041,3.584,1.118,0.699,6.69,57.709,23.062,19.643,7.684,24.269,634.607,25.772,17.286,459.813,11.501,8.886,34.29,58.654,107.423,91.058,11.797,8.486,4.379,126.45821260000001,126.4743959,126.47137993562524,126.48756323562523
alhic2302,155_2,126.48202245000002,126.49518978562524,0.016,0.046,127,stick2,20.127,25.477,168.081,14.471,0.251,0.923,1.893,129.761,11.501,23.628,2.773,10.069,2.087,0.513,0.272,1.807,1.562,0.295,0.828,0.106,0.687,0.092,10.26,3.064,0.714,1.02,8.746,75.273,27.608,17.855,3.225,21.214,384.547,25.663,13.65,420.63,10.359,8.49,30.14,31.584,68.601,74.834,8.69,4.792,1.72,126.4743959,126.48964900000001,126.48756323562523,126.50281633562524
alhic2302,155_2,126.49753550000001,126.51070283562524,0.016,0.046,128,stick2,19.022,27.891,169.766,14.06,0.389,0.881,1.888,129.939,12.92,26.59,3.136,11.544,2.203,0.588,0.315,2.048,1.614,0.324,0.919,0.115,0.662,0.098,7.511,3.036,0.852,0.503,12.334,55.446,28.162,20.815,4.714,23.788,556.894,26.996,21.647,445.378,10.277,16.642,195.125,48.087,80.016,80.834,13.016,5.162,3.076,126.48964900000001,126.50542200000001,126.50281633562524,126.51858933562524
alhic2302,155_2,126.51272300000001,126.52589033562523,0.016,0.046,129,stick2,18.287,25.669,159.741,12.018,0.294,0.683,1.71,110.867,11.336,23.315,2.639,10.386,1.847,0.456,0.272,1.745,1.302,0.259,0.694,0.097,0.549,0.087,5.963,2.853,0.772,0.754,4.698,58.47,25.46,16.505,1.376,21.57,427.113,20.59,12.122,390.516,8.493,8.451,46.801,28.346,51.204,75.226,7.924,3.663,1.772,126.50542200000001,126.520024,126.51858933562524,126.53319133562523
alhic2302,155_2,126.528074,126.54124133562523,0.016,0.046,130,stick2,19.052,28.385,170.804,11.929,0.598,0.761,1.813,127.17,14.545,29.223,3.341,12.322,2.417,0.572,0.309,2.065,1.611,0.304,0.865,0.122,0.689,0.095,7.248,3.144,0.907,0.782,11.094,63.267,28.715,19.833,6.118,22.513,539.986,22.805,38.334,438.932,10.013,7.886,36.513,36.668,134.3,78.758,14.414,3.618,1.251,126.520024,126.53612400000002,126.53319133562523,126.54929133562524
alhic2302,155_2,126.55985450000001,126.57302183562524,0.016,0.046,132,stick2,17.728,45.932,255.503,12.214,1.578,1.313,2.803,201.591,28.82,58.815,7.14,28.169,5.646,1.522,0.862,5.355,4.409,1.01,2.527,0.364,2.188,0.337,13.538,4.271,1.624,1.081,19.928,61.002,48.382,69.506,6.76,43.344,1050.06,47.622,30.093,725.61,19.493,17.691,48.572,31.904,11.233,172.653,34.624,10.923,4.413,126.55192400000001,126.56778500000001,126.56509133562524,126.58095233562524
alhic2302,155_2,126.57538850000002,126.58855583562524,0.016,0.046,133,stick2,19.931,35.663,188.749,18.332,0.931,1.17,2.247,158.077,18.804,35.025,3.908,14.323,2.694,0.666,0.372,2.46,2.024,0.421,1.026,0.136,0.82,0.128,9.69,4.181,1.081,1.132,10.599,78.848,29.993,22.829,5.124,29.034,934.599,31.317,19.088,494.986,11.251,9.508,65.195,40.057,73.995,86.898,17.72,10.689,4.052,126.56778500000001,126.582992,126.58095233562524,126.59615933562523
alhic2302,155_2,126.5906305,126.60379783562523,0.016,0.046,134,stick2,32.078,45.301,227.578,17.481,2.232,1.843,3.655,200.963,19.829,39.933,4.146,14.713,2.984,0.76,0.36,2.327,1.881,0.36,1.014,0.117,0.789,0.115,9.546,4.556,1.102,0.88,240.163,63.141,36.14,26.901,7.102,37.654,1185.143,39.996,29.783,590.011,15.425,10.672,43.35,59.295,125.927,92.292,29.522,61.828,5.156,126.582992,126.59826900000002,126.59615933562523,126.61143633562524
alhic2302,155_2,126.60625650000001,126.61942383562524,0.016,0.046,135,stick2,19.189,36.923,285.892,11.637,1.111,0.656,2.324,170.397,26.824,41.033,4.805,18.796,3.453,0.819,0.466,2.948,2.239,0.5,1.152,0.159,0.99,0.139,10.147,3.026,1.133,1.027,11.524,51.833,34.516,33.774,7.941,31.791,862.622,37.385,16.587,528.676,13.487,10.301,35.827,11.545,138.755,88.972,27.458,8.798,5.8,126.59826900000002,126.61424400000001,126.61143633562524,126.62741133562524
