core,section,ave_depth,ave_depth_adj,y_m,x_m,ID,cut,Li,Rb,Sr,Zr,Mo,Cd,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Tb,Gd,Dy,Ho,Er,Tm,Yb,Lu,Pb,Th,U,Be,W,Na,Mg,Al,P,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,S,Si,K,As,top_depth,bot_depth,top_depth_adj,bot_depth_adj
alhic2302,155_2,126.62195100000001,126.63511833562524,0.016,0.046,136,stick2,20.946,31.641,198.319,17.312,0.763,0.571,2.098,152.226,19.038,39.304,4.629,16.801,3.208,0.755,0.404,2.622,2.063,0.378,1.028,0.134,0.782,0.115,7.842,4.744,1.219,1.02,6.405,61.516,29.344,25.026,5.144,26.001,715.213,31.799,19.337,561.448,14.337,10.932,37.441,38.911,89.151,86.263,18.967,8.144,1.156,126.61424400000001,126.629658,126.62741133562524,126.64282533562523
alhic2302,155_2,126.63743950000001,126.65060683562524,0.016,0.046,137,stick2,17.247,30.652,205.04,5.898,0.672,0.677,1.995,141.63,15.567,28.989,3.514,13.402,2.706,0.66,0.342,2.19,1.684,0.402,0.887,0.112,0.741,0.1,8.924,3.665,0.905,0.81,9.99,36.175,31.864,28.958,4.48,23.95,566.682,29.631,17.354,476.392,12.914,8.734,12.964,7.056,64.116,79.511,17.738,7.491,3.593,126.629658,126.645221,126.64282533562523,126.65838833562523
alhic2302,155_2,126.65277100000002,126.66593833562524,0.016,0.046,138,stick2,20.227,32.089,197.142,7.964,0.739,0.569,2.005,151.061,16.816,27.736,20.157,68.35,2.491,0.653,0.432,2.859,1.661,0.397,0.99,0.119,0.698,0.104,8.909,2.76,1.063,0.864,6.434,40.642,33.321,30.052,4.246,25.743,655.122,27.996,15.907,474.533,11.028,9.593,34.368,34.549,19.044,80.097,24.056,7.734,4.791,126.645221,126.66032100000001,126.65838833562523,126.67348833562524
alhic2302,155_2,126.6678765,126.68104383562523,0.016,0.046,139,stick2,20.793,29.029,147.557,12.557,0.598,0.564,1.52,104.982,14.907,28.259,3.201,11.235,2.074,0.537,0.317,1.874,1.617,0.309,0.877,0.121,0.741,0.129,5.243,3.831,1.424,0.992,5.48,51.91,23.597,20.964,3.668,21.428,773.703,23.416,11.255,396.824,9.191,7.287,30.117,41.791,96.212,65.608,17.065,3.069,1.303,126.66032100000001,126.67543200000001,126.67348833562524,126.68859933562524
alhic2302,155_2,126.682961,126.69612833562523,0.016,0.046,140,stick2,21.555,29.164,154.488,10.788,0.66,0.543,1.539,115.966,18.743,36.96,4.124,15.083,2.618,0.626,0.389,2.266,1.933,0.392,1.07,0.137,0.939,0.134,6.024,4.496,1.601,0.643,9.266,48.424,26.239,21.07,4.98,22.605,648.537,21.051,17.093,416.582,9.139,8.372,40.138,24.361,54.433,75.526,7.453,5.091,3.701,126.67543200000001,126.69049000000001,126.68859933562524,126.70365733562524
alhic2302,155_2,126.6976625,126.71082983562523,0.016,0.046,141,stick2,20.822,27.568,145.448,9.303,0.511,0.289,1.519,91.109,16.388,33.371,3.633,13.246,2.387,0.558,0.324,2.113,1.757,0.332,0.864,0.127,0.788,0.102,4.911,4.528,1.301,1.006,24.273,49.251,26.696,19.136,0.726,22.167,582.874,21.328,13.236,434.975,8.789,10.615,35.037,23.614,40.614,66.825,12.383,2.607,1.355,126.69049000000001,126.70483500000002,126.70365733562524,126.71800233562524
alhic2302,155_2,126.71268,126.72584733562523,0.016,0.046,142,stick2,19.785,26.741,151.878,10.026,0.703,0.345,1.492,100.976,14.01,27.823,3.066,11.057,2.099,0.568,0.301,1.742,1.645,0.309,0.82,0.132,0.747,0.098,4.922,4.308,1.227,0.182,8.405,52.238,26.149,17.659,3.516,23.938,671.62,22.628,11.967,424.153,8.92,10.3,37.222,28.771,140.614,67.427,8.039,5.125,0.905,126.70483500000002,126.72052500000001,126.71800233562524,126.73369233562524
alhic2302,155_2,126.72768150000002,126.74084883562524,0.016,0.046,143,stick2,22.779,32.609,152.293,8.411,0.878,0.493,2.027,136.288,18.467,36.496,3.929,14.247,2.64,0.629,0.352,2.275,1.99,0.378,1.092,0.157,0.84,0.123,7.53,4.711,1.162,0.978,9.025,61.299,30.391,25.393,5.585,22.447,814.247,37.392,22.902,564.201,13.752,10.57,47.487,29.449,45.508,80.487,25.867,6.073,3.052,126.72052500000001,126.73483800000001,126.73369233562524,126.74800533562524
alhic2302,155_2,126.74199200000001,126.75515933562524,0.016,0.046,144,stick2,23.999,32.782,186.551,12.797,1.123,0.451,2.355,192.554,23.436,41.54,4.299,16.031,2.783,0.729,0.358,2.346,1.82,0.35,0.948,0.148,0.808,0.118,7.009,5.524,1.178,1.327,11.422,58.561,26.867,28.776,5.755,29.279,1052.529,34.163,16.848,513.061,15.549,9.199,32.097,29.342,58.71,59.143,40.147,3.674,4.104,126.73483800000001,126.74914600000001,126.74800533562524,126.76231333562524
alhic2302,155_2,126.75600200000001,126.76916933562524,0.016,0.046,145,stick2,23.632,33.112,173.782,20.302,1.451,0.43,2.483,164.352,16.359,30.9,3.341,11.837,2.34,0.657,0.33,2.107,1.688,0.337,0.901,0.137,0.854,0.125,9.883,4.769,1.127,0.992,14.896,56.434,28.734,25.845,6.544,29.613,779.53,31.955,19.404,546.581,12.581,10.261,35.843,33.041,74.196,58.392,34.487,2.187,1.408,126.74914600000001,126.76285800000001,126.76231333562524,126.77602533562523
alhic2302,155_2,126.76991050000001,126.78307783562524,0.016,0.046,146,stick2,26.539,48.127,173.36,13.232,1.253,0.486,10.273,187.549,20.278,40.205,4.158,15.381,2.656,0.788,0.371,2.48,1.933,0.369,1.024,0.132,0.952,0.119,6.626,5.525,1.035,0.838,5.657,60.689,27.289,41.245,1.263,33.612,916.839,36.352,18.88,654.874,13.25,10.43,33.251,27.563,68.581,53.215,82.483,2.936,0.938,126.76285800000001,126.77696300000001,126.77602533562523,126.79013033562524
alhic2302,155_2,126.78412550000002,126.79729283562524,0.016,0.046,147,stick2,28.913,38.898,205.985,18.792,1.206,0.437,3.141,228.558,24.948,48.406,5.279,19.51,3.774,0.858,0.492,3.173,2.629,0.492,1.326,0.219,1.751,0.181,9.191,7.016,1.456,1.467,7.518,63.02,30.194,29.643,5.112,36.739,1432.754,46.51,29.381,577.341,16.691,12.047,36.558,29.271,50.67,67.689,45.072,3.72,2.502,126.77696300000001,126.79128800000001,126.79013033562524,126.80445533562524
alhic2302,155_2,126.79847300000002,126.81164033562524,0.016,0.046,148,stick2,25.859,31.13,162.167,17.809,0.833,0.465,2.319,163.093,17.984,33.436,4.074,15.361,3.16,0.686,0.384,2.269,2.007,0.381,1.057,0.142,0.916,0.14,8.287,5.359,1.26,1.09,9.175,52.596,27.288,25.461,4.307,28.97,985.685,41.658,21.846,550.324,15.296,10.401,34.601,28.631,60.314,54.467,40.292,2.823,1.877,126.79128800000001,126.80565800000001,126.80445533562524,126.81882533562523
alhic2302,155_2,126.812526,126.82569333562523,0.016,0.046,149,stick2,25.631,35.299,198.607,22.191,1.719,0.247,2.323,189.417,25.94,46.161,5.002,17.48,3.18,0.731,0.414,2.646,2.223,0.416,1.159,0.158,1.079,0.167,8.292,6.447,1.655,1.229,58.774,53.378,27.28,27.585,5.118,29.953,1288.429,36.423,17.602,559.947,15.239,11.067,50.621,28.63,52.582,52.905,50.692,2.149,2.242,126.80565800000001,126.81939400000002,126.81882533562523,126.83256133562524
alhic2302,155_2,126.8264965,126.83966383562523,0.016,0.046,150,stick2,27.759,35.272,188.78,24.068,2.199,0.402,2.555,182.362,24.013,45.46,5.048,17.585,3.438,0.906,0.458,2.805,2.484,0.487,1.365,0.188,1.258,0.159,7.785,6.96,1.425,1.285,9.838,60.264,28.067,30.363,5.962,31.892,1068.737,38.248,21.803,588.041,16.226,11.124,34.463,30.763,57.867,56.252,54.222,4.006,1.938,126.81939400000002,126.833599,126.83256133562524,126.84676633562523
alhic2302,155_2,126.840366,126.85353333562523,0.016,0.046,151,stick2,28.264,39.506,166.017,20.954,1.056,0.528,3.307,188.008,19.483,38.687,4.272,15.987,2.993,0.753,0.409,2.525,2.074,0.407,1.103,0.16,0.979,0.139,7.634,6.418,1.116,1.201,13.312,57.616,30.444,27.045,6.507,30.215,1833.14,53.866,39.757,610.572,19.053,12.868,38.911,27.917,58.834,58.521,43.469,7.855,3.91,126.833599,126.84713300000001,126.84676633562523,126.86030033562524
alhic2302,155_2,126.85429750000002,126.86746483562524,0.016,0.046,152,stick2,29.676,42.757,140.132,18.638,0.909,0.331,3.734,168.213,15.511,30.619,5.294,13.637,2.528,0.52,0.319,2.049,1.705,0.36,0.955,0.141,0.781,0.13,6.657,4.856,0.954,0.712,13.602,53.945,27.426,24.112,6.495,25.831,1021.522,33.15,58.973,530.869,15.789,9.846,31.216,30.052,62.741,52.171,29.301,5.413,2.398,126.84713300000001,126.861462,126.86030033562524,126.87462933562523
alhic2302,155_2,126.86823550000001,126.88140283562524,0.016,0.046,153,stick2,22.136,41.312,191.823,17.412,2.033,0.496,3.114,171.251,18.988,37.217,4.33,15.651,2.751,0.689,0.389,2.514,1.896,0.444,1.01,0.143,0.958,0.137,15.885,4.934,1.386,1.243,21.985,42.918,36.698,40.814,7.741,35.558,895.913,34.681,27.893,598.751,14.648,13.057,26.691,154.171,217.586,61.294,43.543,8.545,5.737,126.861462,126.875009,126.87462933562523,126.88817633562523
alhic2302,155_2,126.88197950000001,126.89514683562524,0.016,0.046,154,stick2,22.087,23.731,135.393,2.604,0.811,0.324,1.786,119.557,26.646,29.329,5.024,16.062,2.477,0.539,0.296,1.953,1.557,0.314,0.835,0.117,0.749,0.105,5.188,0.385,0.986,1.076,8.908,50.005,22.129,16.761,5.896,29.001,588.57,32.261,11.482,461.916,9.294,8.289,28.964,20.021,35.678,53.785,18.713,3.571,3.128,126.875009,126.88895000000001,126.88817633562523,126.90211733562523
alhic2302,155_2,126.89549600000001,126.90866333562523,0.016,0.046,155,stick2,37.946,50.945,219.916,27.347,3.549,0.571,2.65,212.691,30.963,57.933,6.563,22.466,4.25,1.02,0.569,3.799,3.056,0.619,1.715,0.241,1.482,0.229,10.425,9.27,2.11,1.886,24.46,59.181,39.714,35.688,9.625,33.763,1491.601,62.935,32.272,720.399,19.542,13.845,49.959,55.986,532.21,59.978,63.239,7.373,2.867,126.88895000000001,126.90204200000001,126.90211733562523,126.91520933562524
alhic2302,155_2,126.908657,126.92182433562523,0.016,0.046,156,stick2,27.378,46.244,191.277,36.268,3.533,0.911,2.527,199.877,25.149,40.461,32.605,109.558,2.977,0.739,0.621,4.241,2.302,0.543,1.542,0.188,1.251,0.172,20.084,5.621,1.767,1.405,14.481,53.399,36.363,41.509,7.717,40.593,1288.551,47.473,37.796,710.283,18.495,11.481,461.736,259.457,231.583,59.255,48.051,14.125,4.287,126.90204200000001,126.91527200000002,126.91520933562524,126.92843933562524
alhic2302,155_2,126.9217825,126.93494983562523,0.016,0.046,157,stick2,26.135,49.366,249.214,21.317,2.563,2.037,2.501,247.907,29.542,49.505,5.481,19.408,3.384,0.908,0.445,2.932,2.26,0.5,1.205,0.184,1.159,0.174,25.698,2.089,1.816,1.715,17.44,73.924,35.178,42.454,14.849,49.09,1154.544,36.41,30.058,658.19,16.851,10.979,82.547,149.432,323.02,53.896,46.139,16.169,5.422,126.91527200000002,126.92829300000001,126.92843933562524,126.94146033562524
alhic2302,155_2,126.93521400000002,126.94838133562524,0.016,0.046,158,stick2,21.776,36.722,178.89,24.868,1.644,0.409,2.17,159.828,32.813,64.671,7.178,24.139,4.004,0.957,0.491,3.326,2.148,0.478,1.124,0.148,1.033,0.147,8.524,4.881,1.459,1.108,22.265,42.945,33.135,37.657,4.992,31.829,991.032,29.64,15.991,619.306,13.853,10.393,13.494,5.827,92.436,61.963,47.51,7.771,5.422,126.92829300000001,126.94213500000001,126.94146033562524,126.95530233562523
alhic2302,155_2,126.94876750000002,126.96193483562524,0.016,0.046,159,stick2,22.42,37.142,240.008,28.642,1.597,0.469,2.442,259.918,31.091,58.011,6.733,22.749,4.114,1.026,0.454,3.224,2.147,0.523,1.089,0.162,1.048,0.153,10.053,5.208,1.304,0.986,13.546,39.846,34.278,43.687,5.472,35.442,1669.85,42.434,18.415,610.13,17.01,9.899,12.659,10.592,35.363,59.677,52.293,8.88,5.107,126.94213500000001,126.95540000000001,126.95530233562523,126.96856733562524
alhic2302,155_2,126.96214900000001,126.97531633562524,0.016,0.046,160,stick2,39.63,40.601,206.308,31.671,4.281,0.437,2.369,187.31,25.481,46.193,5.1,18.69,3.307,0.844,0.453,2.703,2.365,0.386,1.073,0.17,1.165,0.153,7.988,6.907,1.394,2.235,20.528,62.466,30.311,33.807,7.346,31.085,1030.729,36.587,19.509,629.355,21.871,12.976,47.585,35.568,63.049,64.614,48.755,4.544,3.209,126.95540000000001,126.96889800000001,126.96856733562524,126.98206533562524
alhic2302,155_2,126.97561700000001,126.98878433562524,0.016,0.046,161,stick2,22.695,43.389,233.801,30.652,2.021,0.449,2.461,232.064,28.042,49.013,5.622,20.493,3.764,0.96,0.503,3.285,2.393,0.546,1.318,0.183,1.128,0.154,9.367,5.555,1.603,1.405,11.964,46.316,39.249,41.26,6.434,35.209,1113.616,30.939,19.864,814.589,15.849,15.073,26.655,40.636,16.431,66.979,47.667,10.268,4.728,126.96889800000001,126.982336,126.98206533562524,126.99550333562523
alhic2302,155_2,126.98723450000001,127.00040183562524,0.016,0.046,162,stick2,32.945,48.832,266.638,28.388,25.01,1.146,2.79,257.262,33.311,59.774,7.016,25.614,4.68,1.109,0.607,4.252,2.888,0.618,1.552,0.223,1.295,0.181,19.346,6.723,1.773,1.958,17.165,56.293,38.574,51.371,8.37,45.839,1663.64,45.98,104.962,1052.843,111.732,18.127,81.603,183.211,2252.019,69.159,61.851,12.471,10.024,126.982336,126.99213300000001,126.99550333562523,127.00530033562524
alhic1901,230_4,156.82284695,156.80552644192431,0.016,0.046,164,stick2,41.405,79.649,242.519,33.258,4.302,1.445,8.258,355.682,50.658,95.32,11.083,41.104,8.539,1.741,1.215,7.665,6.582,1.272,3.727,0.507,3.057,0.459,34.684,17.303,4.06,2.892,7.546,88.826,33.904,51.891,2.28,69.539,2165.861,122.044,65.651,1239.702,36.079,24.214,92.849,169.345,600.352,79.428,107.106,16.528,11.99,156.8152,156.8304939,156.7978794919243,156.8131733919243
alhic1901,230_4,156.83674615,156.8194256419243,0.016,0.046,165,stick2,36.036,82.953,181.473,36.651,3.683,2.89,8.116,271.581,31.206,62.631,6.926,26.221,5.069,1.166,0.741,4.646,4.257,0.85,2.555,0.361,2.309,0.382,37.806,16.38,3.066,2.277,8.893,75.913,34.358,48.774,0.996,58.615,1291.134,103.971,78.677,970.756,30.138,21.64,94.076,215.607,879.071,68.008,100.749,18.569,9.488,156.8304939,156.8429984,156.8131733919243,156.8256778919243
alhic1901,230_4,156.84970045,156.8323799419243,0.016,0.046,166,stick2,68.657,97.753,215.614,45.599,4.543,1.924,8.729,382.755,45.837,91.567,10.73,40.506,8.068,1.753,1.235,7.565,7.07,1.436,4.033,0.65,3.557,0.528,40.986,17.009,3.839,3.423,12.297,79.549,43.245,69.283,6.512,87.084,2515.625,161.112,141.329,1708.36,52.903,34.808,830.855,302.628,822.83,64.282,170.075,37.618,11.573,156.8429984,156.8564025,156.8256778919243,156.8390819919243
alhic1901,230_4,156.86273235000002,156.84541184192432,0.016,0.046,167,stick2,45.143,91.1,396.473,36.796,3.875,2.086,6.443,497.922,34.323,68.8,7.823,28.742,5.471,1.649,0.828,5.033,4.388,0.83,2.458,0.331,2.086,0.33,30.56,12.172,2.62,2.207,11.123,69.645,35.694,85.407,7.806,72.367,1287.234,89.674,97.022,1222.064,34.661,22.765,117.579,373.323,722.278,58.373,230.865,23.151,5.004,156.8564025,156.8690622,156.8390819919243,156.8517416919243
alhic1901,230_4,156.8759929,156.8586723919243,0.016,0.046,168,stick2,51.813,85.044,202.187,29.391,2.865,1.381,7.309,412.1,55.53,105.718,11.407,42.145,7.953,1.572,1.052,7.064,5.66,1.111,3.244,0.428,2.633,0.407,23.43,13.551,2.952,2.389,14.134,61.822,38.944,57.592,7.049,63.627,1823.675,127.032,92.566,1249.678,39.581,28.977,157.557,136.643,506.194,62.519,143.162,2.951,6.156,156.8690622,156.8829236,156.8517416919243,156.8656030919243
alhic1901,230_4,156.8895654,156.8722448919243,0.016,0.046,169,stick2,61.819,99.516,257.408,41.977,3.81,1.297,9.935,413.281,53.344,104.718,11.395,44.188,8.517,1.823,1.32,7.769,7.503,1.466,4.294,0.607,3.783,0.611,29.166,17.951,4.241,3.828,11.756,68.951,47.04,82.238,8.268,81.522,3203.39,184.61,122.938,1609.678,60.233,40.84,121.535,148.991,305.991,85.046,210.934,5.908,10.156,156.8829236,156.89620720000002,156.8656030919243,156.87888669192432
alhic1901,230_4,156.9031486,156.8858280919243,0.016,0.046,170,stick2,51.507,85.665,280.891,30.139,3.715,2.065,9.69,434.892,64.115,121.707,14.13,52.383,10.343,2.184,1.31,8.407,6.974,1.344,3.919,0.576,3.714,0.575,35.945,18.149,4.529,2.64,14.245,77.078,38.021,70.401,4.892,77.518,4408.196,190.902,158.412,1576.178,58.919,32.967,110.524,177.494,1043.085,78.758,172.927,16.984,10.27,156.89620720000002,156.91009,156.87888669192432,156.8927694919243
alhic1901,230_4,156.91723000000002,156.89990949192432,0.016,0.046,171,stick2,32.931,71.793,166.254,29.988,3.627,1.177,7.597,270.892,39.461,76.94,8.286,30.571,5.957,1.168,0.817,5.191,4.631,0.883,2.438,0.345,2.159,0.34,21.492,15.358,3.178,2.068,10.3,79.103,28.849,46.383,0.982,69.253,1424.182,79.668,60.426,1088.153,41.741,22.379,68.484,83.665,223.37,73.422,100.264,14.421,12.98,156.91009,156.92437,156.8927694919243,156.9070494919243
alhic1901,230_4,156.9311645,156.9138439919243,0.016,0.046,172,stick2,60.578,167.281,336.611,32.601,5.159,1.253,19.869,582.733,73.393,136.694,17.237,67.277,13.702,2.629,2.077,12.903,11.041,2.372,6.545,0.925,6.309,0.919,50.91,20.139,8.068,4.12,7.513,90.385,54.517,122.927,3.515,122.827,3273.426,252.088,147.815,2927.304,76.131,57.793,106.599,126.082,242.635,94.907,218.62,26.87,29.694,156.92437,156.937959,156.9070494919243,156.9206384919243
alhic1901,230_4,156.9445325,156.9272119919243,0.016,0.046,173,stick2,36.012,71.377,186.874,32.036,3.251,0.923,7.573,276.895,39.911,77.542,8.979,34.393,6.809,1.267,0.947,6.026,5.385,1.068,3.105,0.429,2.785,0.451,22.343,13.426,3.45,2.515,7.581,77.132,32.157,52.204,5.404,61.031,1252.946,103.571,61.422,890.065,32.089,23.102,137.457,97.611,148.375,67.269,121.719,6.125,5.682,156.937959,156.951106,156.9206384919243,156.9337854919243
alhic1901,230_4,156.9578155,156.9404949919243,0.016,0.046,174,stick2,78.377,71.455,159.426,31.534,3.366,1.43,6.982,246.399,41.631,96.86,8.905,33.305,6.755,1.328,1.049,5.798,5.921,1.17,3.329,0.511,3.23,0.534,70.266,15.224,3.531,3.311,11.283,101.522,60.776,60.578,3.624,66.156,4635.726,256.759,227.375,2240.601,90.425,69.695,459.552,206.674,411.962,71.926,178.222,12.71,8.445,156.951106,156.964525,156.9337854919243,156.9472044919243
alhic1901,230_4,156.971012,156.9536914919243,0.016,0.046,175,stick2,63.39,84.131,242.762,21.648,4.258,1.212,5.753,283.951,55.106,109.927,12.447,46.223,9.676,1.59,1.348,8.096,7.076,1.404,4.234,0.588,3.737,0.594,35.211,15.642,3.812,4.289,7.09,92.538,60.253,69.057,5.48,82.371,5061.188,239.022,208.365,2126.005,88.862,55.809,236.775,178.418,302.018,82.923,192.316,18.617,9.852,156.964525,156.977499,156.9472044919243,156.9601784919243
alhic1901,230_4,156.98421000000002,156.96688949192432,0.016,0.046,176,stick2,65.351,117.411,247.865,39.371,5.182,1.078,8.296,328.614,64.018,119.941,12.514,45.268,8.351,1.611,1.169,7.126,6.244,1.28,3.638,0.564,3.618,0.573,33.286,21.97,3.826,4.751,6.936,95.832,56.307,68.743,5.44,62.734,4017.714,202.036,182.842,1941.164,75.582,46.45,150.308,218.347,410.252,70.303,182.528,23.646,8.654,156.977499,156.99092100000001,156.9601784919243,156.97360049192432
alhic1901,230_4,156.997556,156.9802354919243,0.016,0.046,177,stick2,147.569,170.109,484.603,54.701,5.446,1.882,13.083,740.895,103.146,208.637,24.505,91.319,17.547,3.381,2.626,16.861,14.424,2.934,8.268,1.183,7.188,1.099,62.344,32.724,7.021,7.282,11.572,118.902,109.618,163.683,7.818,99.178,8659.921,475.872,378.787,3524.537,165.014,116.241,268.547,573.328,696.261,70.199,548.22,40.57,110.462,156.99092100000001,157.00419100000002,156.97360049192432,156.98687049192432
alhic1901,230_4,157.0105695,156.9932489919243,0.016,0.046,178,stick2,40.124,90.95,377.331,87.409,3.375,0.888,5.75,485.411,53.024,102.322,11.639,43.6,7.665,2.046,1.12,6.89,5.38,0.988,3.028,0.413,2.513,0.409,22.135,17.148,3.093,3.101,8.55,97.947,40.109,83.957,8.762,85.051,2176.264,111.749,64.867,1157.947,38.085,28.076,63.135,221.445,223.742,66.411,219.878,21.866,17.203,157.00419100000002,157.016948,156.98687049192432,156.99962749192431
alhic1901,230_4,157.023401,157.0060804919243,0.016,0.046,179,stick2,33.847,71.427,274.583,43.256,2.678,0.641,5.979,347.862,35.232,68.218,7.387,28.027,5.2,1.357,0.728,4.614,4.134,0.801,2.309,0.334,2.042,0.296,16.184,13.67,2.73,1.872,5.863,84.193,35.406,66.393,4.237,74.286,1353.807,72.053,49.414,1049.808,28.727,22.92,57.056,109.816,163.948,68.369,162.907,16.726,7.246,157.016948,157.029854,156.99962749192431,157.0125334919243
alhic1901,230_4,157.036177,157.0188564919243,0.016,0.046,180,stick2,52.528,104.653,357.819,41.558,3.535,1.762,10.238,515.339,53.734,106.269,11.994,42.719,8.364,2.275,1.165,7.088,6.28,1.208,3.428,0.489,3.171,0.474,44.1,17.422,3.85,3.381,6.677,93.752,38.99,83.475,6.98,84.523,2077.6,137.678,93.803,1460.776,45.808,35.652,85.855,240.057,505.577,78.539,217.279,20.544,24.709,157.029854,157.04250000000002,157.0125334919243,157.02517949192432
